,Sr No.,Reference No (URN),Journal Date,"Date of
Purchase",Date of Expiry,Name of the Purchaser,Prefix,"Bond
Number",Denominations,Issue Branch Code,Issue Teller,Status
40,15574,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15321,1000000,1,5898161,Paid
41,15575,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15634,1000000,1,5898161,Paid
42,15576,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15650,1000000,1,5898161,Paid
43,15577,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15648,1000000,1,5898161,Paid
44,15578,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15311,1000000,1,5898161,Paid
45,15579,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15319,1000000,1,5898161,Paid
46,15580,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15636,1000000,1,5898161,Paid
47,15581,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15646,1000000,1,5898161,Paid
48,15582,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15309,1000000,1,5898161,Paid
0,15583,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15313,1000000,1,5898161,Paid
1,15584,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15317,1000000,1,5898161,Paid
2,15585,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15644,1000000,1,5898161,Paid
3,15586,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15301,1000000,1,5898161,Paid
4,15587,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15640,1000000,1,5898161,Paid
5,15588,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15315,1000000,1,5898161,Paid
6,15589,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,MKJ ENTERPRISES LIMITED,TL,15303,1000000,1,5898161,Paid
7,15590,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15414,1000000,300,1022034,Paid
8,15591,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15396,1000000,300,1022034,Paid
9,15592,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15404,1000000,300,1022034,Paid
10,15593,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15386,1000000,300,1022034,Paid
11,15594,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15440,1000000,300,1022034,Paid
12,15595,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15426,1000000,300,1022034,Paid
13,15596,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15420,1000000,300,1022034,Paid
14,15597,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15434,1000000,300,1022034,Paid
15,15598,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15372,1000000,300,1022034,Paid
16,15599,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15412,1000000,300,1022034,Paid
17,15600,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15394,1000000,300,1022034,Paid
18,15601,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15368,1000000,300,1022034,Paid
19,15602,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15416,1000000,300,1022034,Paid
20,15603,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15446,1000000,300,1022034,Paid
21,15604,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15400,1000000,300,1022034,Paid
22,15605,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15418,1000000,300,1022034,Paid
23,15606,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15436,1000000,300,1022034,Paid
24,15607,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15384,1000000,300,1022034,Paid
25,15608,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15398,1000000,300,1022034,Paid
26,15609,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15390,1000000,300,1022034,Paid
27,15610,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15378,1000000,300,1022034,Paid
28,15611,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15432,1000000,300,1022034,Paid
29,15612,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15388,1000000,300,1022034,Paid
30,15613,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15370,1000000,300,1022034,Paid
31,15614,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15438,1000000,300,1022034,Paid
32,15615,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15392,1000000,300,1022034,Paid
33,15616,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15376,1000000,300,1022034,Paid
34,15617,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15444,1000000,300,1022034,Paid
35,15618,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15402,1000000,300,1022034,Paid
36,15619,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15424,1000000,300,1022034,Paid
37,15620,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15430,1000000,300,1022034,Paid
38,15621,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15374,1000000,300,1022034,Paid
39,15622,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15410,1000000,300,1022034,Paid
40,15623,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15422,1000000,300,1022034,Paid
41,15624,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15380,1000000,300,1022034,Paid
42,15625,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15406,1000000,300,1022034,Paid
43,15626,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15382,1000000,300,1022034,Paid
44,15627,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15408,1000000,300,1022034,Paid
45,15628,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15428,1000000,300,1022034,Paid
46,15629,3.0020231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,PATEL ENGINEERING LTD.,TL,15442,1000000,300,1022034,Paid
47,15630,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,TL,15329,1000000,1,5898161,Paid
48,15631,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,TL,15323,1000000,1,5898161,Paid
0,15632,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,TL,15325,1000000,1,5898161,Paid
1,15633,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,TL,15327,1000000,1,5898161,Paid
2,15634,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,TL,7453,1000000,847,6458726,Paid
3,15635,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,TL,7449,1000000,847,6458726,Paid
4,15636,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,TL,7447,1000000,847,6458726,Paid
5,15637,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,TL,7451,1000000,847,6458726,Paid
6,15638,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,TL,7443,1000000,847,6458726,Paid
7,15639,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,TL,7445,1000000,847,6458726,Paid
8,15640,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,TL,7455,1000000,847,6458726,Paid
9,15641,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,TL,7441,1000000,847,6458726,Paid
10,15642,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,OL,18824,100000,847,6458726,Paid
11,15643,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,OL,18836,100000,847,6458726,Paid
12,15644,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,OL,18826,100000,847,6458726,Paid
13,15645,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,OL,18834,100000,847,6458726,Paid
14,15646,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,OL,18830,100000,847,6458726,Paid
15,15647,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,OL,18838,100000,847,6458726,Paid
16,15648,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,OL,18832,100000,847,6458726,Paid
17,15649,8.4720231009e+20,09/Oct/2023,09/Oct/2023,23/Oct/2023,R K INFRACORP PRIVATE LIMITED,OL,18828,100000,847,6458726,Paid
18,15650,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,STOCKPATHADVISORSLLP,OC,16374,10000000,1,5898161,Paid
19,15651,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,STOCKPATHADVISORSLLP,OC,16372,10000000,1,5898161,Paid
20,15652,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,STOCKPATHADVISORSLLP,TL,15610,1000000,1,5898161,Paid
21,15653,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,STOCKPATHADVISORSLLP,TL,15594,1000000,1,5898161,Paid
22,15654,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,STOCKPATHADVISORSLLP,TL,15598,1000000,1,5898161,Paid
23,15655,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,STOCKPATHADVISORSLLP,TL,15592,1000000,1,5898161,Paid
24,15656,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,STOCKPATHADVISORSLLP,TL,15612,1000000,1,5898161,Paid
25,15657,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,STOCKPATHADVISORSLLP,TL,15596,1000000,1,5898161,Paid
26,15658,1.2023100900000033e+18,09/Oct/2023,09/Oct/2023,23/Oct/2023,STOCKPATHADVISORSLLP,TL,15600,1000000,1,5898161,Paid
27,15659,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13385,10000000,1355,1023671,Paid
28,15660,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13395,10000000,1355,1023671,Paid
29,15661,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13389,10000000,1355,1023671,Paid
30,15662,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13393,10000000,1355,1023671,Paid
31,15663,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13381,10000000,1355,1023671,Paid
32,15664,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13379,10000000,1355,1023671,Paid
33,15665,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13397,10000000,1355,1023671,Paid
34,15666,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13383,10000000,1355,1023671,Paid
35,15667,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13377,10000000,1355,1023671,Paid
36,15668,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13391,10000000,1355,1023671,Paid
37,15669,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13399,10000000,1355,1023671,Paid
38,15670,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT POWER LIMITED,OC,13387,10000000,1355,1023671,Paid
39,15671,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT PHARMACEUTICALS LTD,OC,13384,10000000,1355,1023671,Paid
40,15672,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT PHARMACEUTICALS LTD,OC,13376,10000000,1355,1023671,Paid
41,15673,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT PHARMACEUTICALS LTD,OC,13380,10000000,1355,1023671,Paid
42,15674,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT PHARMACEUTICALS LTD,OC,13382,10000000,1355,1023671,Paid
43,15675,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT PHARMACEUTICALS LTD,OC,13388,10000000,1355,1023671,Paid
44,15676,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT PHARMACEUTICALS LTD,OC,13378,10000000,1355,1023671,Paid
45,15677,1.35520231009e+21,09/Oct/2023,09/Oct/2023,23/Oct/2023,TORRENT PHARMACEUTICALS LTD,OC,13386,10000000,1355,1023671,Paid
46,15678,8.132023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASHISH JAIN,TL,2426,1000000,813,6188222,Paid
47,15679,8.132023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASHISH JAIN,TL,2428,1000000,813,6188222,Paid
48,15680,3.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASHOKA BAGEWADI SAUNDATTI ROAD LIMITED,OC,16516,10000000,300,1022034,Paid
0,15681,3.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASHOKA BAGEWADI SAUNDATTI ROAD LIMITED,OC,16520,10000000,300,1022034,Paid
1,15682,3.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASHOKA BAGEWADI SAUNDATTI ROAD LIMITED,OC,16522,10000000,300,1022034,Paid
2,15683,3.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASHOKA BAGEWADI SAUNDATTI ROAD LIMITED,OC,16518,10000000,300,1022034,Paid
3,15684,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASKUS LOGISTICS PRIVATE LIMITED,OC,16328,10000000,1,5898161,Paid
4,15685,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASKUS LOGISTICS PRIVATE LIMITED,OC,16334,10000000,1,5898161,Paid
5,15686,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASKUS LOGISTICS PRIVATE LIMITED,OC,16332,10000000,1,5898161,Paid
6,15687,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASKUS LOGISTICS PRIVATE LIMITED,OC,16336,10000000,1,5898161,Paid
7,15688,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASKUS LOGISTICS PRIVATE LIMITED,OC,16338,10000000,1,5898161,Paid
8,15689,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASKUS LOGISTICS PRIVATE LIMITED,OC,16330,10000000,1,5898161,Paid
9,15690,1.3082023101e+21,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASSOCIATED ALCOHOLS BREWERIES LIMI,OC,649,10000000,1308,8492239,Paid
10,15691,1.3082023101e+21,10/Oct/2023,10/Oct/2023,24/Oct/2023,ASSOCIATED ALCOHOLS BREWERIES LIMI,OC,647,10000000,1308,8492239,Paid
11,15692,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16343,10000000,1,5898161,Paid
12,15693,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16331,10000000,1,5898161,Paid
13,15694,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16335,10000000,1,5898161,Paid
14,15695,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16349,10000000,1,5898161,Paid
15,15696,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16347,10000000,1,5898161,Paid
16,15697,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16333,10000000,1,5898161,Paid
17,15698,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16337,10000000,1,5898161,Paid
18,15699,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16341,10000000,1,5898161,Paid
19,15700,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16339,10000000,1,5898161,Paid
20,15701,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16327,10000000,1,5898161,Paid
21,15702,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16329,10000000,1,5898161,Paid
22,15703,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16301,10000000,1,5898161,Paid
23,15704,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16345,10000000,1,5898161,Paid
24,15705,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16340,10000000,1,5898161,Paid
25,15706,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,OC,16342,10000000,1,5898161,Paid
26,15707,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,TL,15342,1000000,1,5898161,Paid
27,15708,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,TL,15344,1000000,1,5898161,Paid
28,15709,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,TL,15348,1000000,1,5898161,Paid
29,15710,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,TL,15350,1000000,1,5898161,Paid
30,15711,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,AVEES TRADING FINANCE PVT LTD,TL,15346,1000000,1,5898161,Paid
31,15712,8.132023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,DEEPAK MAJJI VENKATA,TL,9500,1000000,813,6188222,Paid
32,15713,8.132023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,DEEPAK MAJJI VENKATA,TL,2402,1000000,813,6188222,Paid
33,15714,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5671,10000000,656,7515103,Paid
34,15715,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5673,10000000,656,7515103,Paid
35,15716,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5677,10000000,656,7515103,Paid
36,15717,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5667,10000000,656,7515103,Paid
37,15718,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5659,10000000,656,7515103,Paid
38,15719,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5663,10000000,656,7515103,Paid
39,15720,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5665,10000000,656,7515103,Paid
40,15721,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5661,10000000,656,7515103,Paid
41,15722,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5669,10000000,656,7515103,Paid
42,15723,6.562023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,GENUS POWER INFRASTRUCTURES LIMITED,OC,5675,10000000,656,7515103,Paid
43,15724,8.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,HH IRON AND STEEL PRIVATE LIMITED,OC,15158,10000000,800,7310854,Paid
44,15725,8.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,HH IRON AND STEEL PRIVATE LIMITED,OC,15156,10000000,800,7310854,Paid
45,15726,8.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,HH IRON AND STEEL PRIVATE LIMITED,OC,15160,10000000,800,7310854,Paid
46,15727,8.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,HH IRON AND STEEL PRIVATE LIMITED,OC,15152,10000000,800,7310854,Paid
47,15728,8.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,HH IRON AND STEEL PRIVATE LIMITED,OC,15154,10000000,800,7310854,Paid
48,15729,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15623,10000000,1,5898161,Paid
0,15730,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15611,10000000,1,5898161,Paid
1,15731,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15617,10000000,1,5898161,Paid
2,15732,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15615,10000000,1,5898161,Paid
3,15733,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15609,10000000,1,5898161,Paid
4,15734,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15619,10000000,1,5898161,Paid
5,15735,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15621,10000000,1,5898161,Paid
6,15736,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15613,10000000,1,5898161,Paid
7,15737,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15607,10000000,1,5898161,Paid
8,15738,1.2023101000000033e+18,10/Oct/2023,10/Oct/2023,24/Oct/2023,IFB AGRO INDUSTRIES LIMITED,OC,15625,10000000,1,5898161,Paid
9,15739,3.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,INDER THAKURDAS JAISINGHANI,OC,16514,10000000,300,1022034,Paid
10,15740,3.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,INDER THAKURDAS JAISINGHANI,OC,16510,10000000,300,1022034,Paid
11,15741,3.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,INDER THAKURDAS JAISINGHANI,OC,16512,10000000,300,1022034,Paid
12,15742,3.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,INDER THAKURDAS JAISINGHANI,OC,16508,10000000,300,1022034,Paid
13,15743,8.002023101e+20,10/Oct/2023,10/Oct/2023,24/Oct/2023,INTERNATIONAL TRADING CORPORATION,OC,15162,10000000,800,7310854,Paid
